dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,probes_per_gene
GSE63060,100616530,ILMN_1911696,0.00494302307353576,C8orf37-AS1,C8orf37-AS1,C8orf37 antisense RNA 1,1
GSE63060,100616668,ILMN_1821055,0.0029050359783816,TPTE2P5,TPTE2P5///SUGT1P3,"transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5///SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3",1
GSE63060,10062,ILMN_1814022,0.0144051075679093,NR1H3,NR1H3,nuclear receptor subfamily 1 group H member 3,1
GSE63060,100628314,ILMN_1902721,0.00324514446606621,LOC100628314,LOC100628314,uncharacterized LOC100628314,1
GSE63060,10063,ILMN_2187718,0.229257455404328,COX17,COX17,"COX17, cytochrome c oxidase copper chaperone",1
GSE63060,100630918,ILMN_1849399,0.0192934941034182,PARTICL,PARTICL,promoter of MAT2A antisense radiation-induced circulating long non-coding RNA,1
GSE63060,100652736,ILMN_1906397,0.00296743006911572,LINC01311,LINC01311,long intergenic non-protein coding RNA 1311,1
GSE63060,100652853,ILMN_1843388,0.00287614193200222,LINC01023,LINC01023,long intergenic non-protein coding RNA 1023,1
GSE63060,100652911,ILMN_1827050,0.00279625561702474,LOC100652911,LOC100652911,uncharacterized LOC100652911,1
GSE63060,100652930,ILMN_1860911,0.0124676854331377,LOC100652930,LOC100652930,uncharacterized LOC100652930,1
GSE63060,100652988,ILMN_1871369,0.00631164795677902,LINC00702,LINC00702,long intergenic non-protein coding RNA 702,1
GSE63060,100652997,ILMN_1887145,0.00266119620165373,LINC00706,LINC00706,long intergenic non-protein coding RNA 706,1
GSE63060,10066,ILMN_1654893,0.0217428880494226,SCAMP2,SCAMP2,secretory carrier membrane protein 2,1
GSE63060,10067,ILMN_1793712,0.0588782141542359,SCAMP3,SCAMP3,secretory carrier membrane protein 3,2
GSE63060,10068,ILMN_2334296,0.0714607195109755,IL18BP,IL18BP,interleukin 18 binding protein,3
GSE63060,10069,ILMN_1698233,0.0113164713560974,RWDD2B,RWDD2B,RWD domain containing 2B,1
GSE63060,1007,ILMN_1675454,0.0250658659568177,CDH9,CDH9,cadherin 9,1
GSE63060,10071,ILMN_1799020,0.00364840579616001,MUC12,MUC12,"mucin 12, cell surface associated",1
GSE63060,10072,ILMN_2349129,0.0295663094549846,DPP3,DPP3,dipeptidyl peptidase 3,3
GSE63060,10073,ILMN_1733932,0.0228051319551965,SNUPN,SNUPN,snurportin 1,2
GSE63060,10075,ILMN_1790987,0.018555008352262,HUWE1,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",1
GSE63060,100750225,ILMN_1816778,0.00334569601114092,PCAT1,PCAT1,prostate cancer associated transcript 1 (non-protein coding),1
GSE63060,100750326,ILMN_1847781,0.0105065711635341,HTT-AS,HTT-AS,HTT antisense RNA (head to head),1
GSE63060,10076,ILMN_1657128,0.0116539757988089,PTPRU,PTPRU,"protein tyrosine phosphatase, receptor type U",2
GSE63060,10077,ILMN_1760449,0.0434991465869301,TSPAN32,TSPAN32,tetraspanin 32,1
GSE63060,10078,ILMN_1802753,0.0633404378729711,TSSC4,TSSC4,tumor suppressing subtransferable candidate 4,1
GSE63060,10079,ILMN_2089073,0.0714706997763775,ATP9A,ATP9A,ATPase phospholipid transporting 9A (putative),3
GSE63060,1008,ILMN_1791270,0.00398522036386162,CDH10,CDH10,cadherin 10,1
GSE63060,10081,ILMN_2148290,0.0647894248888098,PDCD7,PDCD7,programmed cell death 7,2
GSE63060,10082,ILMN_1805216,0.0561248039093155,GPC6,GPC6,glypican 6,2
GSE63060,100820829,ILMN_1795702,0.00354084525360474,MYZAP,MYZAP,myocardial zonula adherens protein,2
GSE63060,10083,ILMN_1668946,0.00495309715601335,USH1C,USH1C,USH1 protein network component harmonin,2
GSE63060,10084,ILMN_2325234,0.040107017094531,PQBP1,PQBP1,polyglutamine binding protein 1,2
GSE63060,10085,ILMN_1689976,0.00372376831502306,EDIL3,EDIL3,EGF like repeats and discoidin domains 3,1
GSE63060,100852410,ILMN_1851495,0.00302209024708609,ZRANB2-AS2,ZRANB2-AS2,ZRANB2 antisense RNA 2 (head to head),1
GSE63060,100861520,ILMN_1901305,0.00321416338426212,POU6F2-AS1,POU6F2-AS1,POU6F2 antisense RNA 1,1
GSE63060,100861522,ILMN_1886218,0.0056942716436252,LINC00489,LINC00489,long intergenic non-protein coding RNA 489,1
GSE63060,100861523,ILMN_1823243,0.00472400199953673,RPS6KA2-AS1,RPS6KA2-AS1,RPS6KA2 antisense RNA 1,1
GSE63060,100861541,ILMN_1848913,0.003438380662198,DOCK9-AS2,DOCK9-AS2,DOCK9 antisense RNA 2 (head to head),1
GSE63060,100861542,ILMN_1826692,0.00355661606333176,LINC00554,LINC00554,long intergenic non-protein coding RNA 554,1
GSE63060,100861544,ILMN_1889874,0.00272319490065622,LINC00557,LINC00557,long intergenic non-protein coding RNA 557,1
GSE63060,100861553,ILMN_1879150,0.00256033394936758,LINC00560,LINC00560,long intergenic non-protein coding RNA 560,1
GSE63060,100861554,ILMN_1898235,0.00307989945391557,LINC00563,LINC00563,long intergenic non-protein coding RNA 563,1
GSE63060,100861573,ILMN_1855341,0.00241497399650874,LINC00572,LINC00572,long intergenic non-protein coding RNA 572,1
GSE63060,100862662,ILMN_1829410,0.00437501823337465,ALDH1L1-AS2,ALDH1L1-AS2,ALDH1L1 antisense RNA 2,1
GSE63060,100862704,ILMN_1825640,0.0202041911072924,LINC00441,LINC00441,long intergenic non-protein coding RNA 441,1
GSE63060,10087,ILMN_1680109,0.0531330527565199,COL4A3BP,COL4A3BP,collagen type IV alpha 3 binding protein,2
GSE63060,100873920,ILMN_1821820,0.00327415215009132,NHS-AS1,NHS-AS1,NHS antisense RNA 1,1
GSE63060,100873946,ILMN_1901972,0.00445880777151089,VAV3-AS1,VAV3-AS1,VAV3 antisense RNA 1,1
GSE63060,100873955,ILMN_1914752,0.00411438385172413,LNX1-AS2,LNX1-AS2,LNX1 antisense RNA 2,1
GSE63060,100873979,ILMN_1912097,0.0118641507564197,RBMS3-AS3,RBMS3-AS3,RBMS3 antisense RNA 3,1
GSE63060,100873980,ILMN_1897279,0.007310194524012,RERG-AS1,RERG-AS1,RERG antisense RNA 1,1
GSE63060,100873986,ILMN_1888706,0.00384193400745998,FGF12-AS1,FGF12-AS1,FGF12 antisense RNA 1,1
GSE63060,100874002,ILMN_1834238,0.00373187531047865,OXCT1-AS1,OXCT1-AS1,OXCT1 antisense RNA 1,1
GSE63060,100874020,ILMN_1885944,0.00435251681546707,MAGI2-AS1,MAGI2-AS1,MAGI2 antisense RNA 1,1
GSE63060,100874031,ILMN_1884265,0.00358596218875018,AGBL5-AS1,AGBL5-AS1,AGBL5 antisense RNA 1,1
GSE63060,100874047,ILMN_1913894,0.0030411554603671,LINC00499,LINC00499,long intergenic non-protein coding RNA 499,1
GSE63060,100874055,ILMN_1896741,0.00561025484205154,LINC00570,LINC00570,long intergenic non-protein coding RNA 570,1
GSE63060,100874064,ILMN_1892537,0.00405437686079846,PCDH9-AS2,PCDH9-AS2,PCDH9 antisense RNA 2,1
GSE63060,100874086,ILMN_1842094,0.00396560195302004,PCDH9-AS3,PCDH9-AS3,PCDH9 antisense RNA 3,1
GSE63060,100874101,ILMN_1833465,0.00600565260954569,HDAC11-AS1,HDAC11-AS1,HDAC11 antisense RNA 1,1
GSE63060,100874102,ILMN_1870609,0.00424839643754805,HS6ST2-AS1,HS6ST2-AS1,HS6ST2 antisense RNA 1,1
GSE63060,100874111,ILMN_1839601,0.00435514144915959,STEAP3-AS1,STEAP3-AS1,STEAP3 antisense RNA 1,1
GSE63060,100874127,ILMN_1901841,0.0031686809027993,LINC00332,LINC00332,long intergenic non-protein coding RNA 332,1
GSE63060,100874158,ILMN_1895023,0.00450551883714937,LINC00398,LINC00398,long intergenic non-protein coding RNA 398,1
GSE63060,100874173,ILMN_1897886,0.00335844885831707,LINC00443,LINC00443,long intergenic non-protein coding RNA 443,1
GSE63060,100874175,ILMN_1830153,0.00367908618451859,LINC00446,LINC00446,long intergenic non-protein coding RNA 446,1
GSE63060,100874178,ILMN_1833417,0.00269828397443285,LINC00454,LINC00454,long intergenic non-protein coding RNA 454,1
GSE63060,100874180,ILMN_1882860,0.00411152200495284,LINC00459,LINC00459,long intergenic non-protein coding RNA 459,1
GSE63060,100874190,ILMN_1889889,0.00542647536251302,SAMSN1-AS1,SAMSN1-AS1,SAMSN1 antisense RNA 1,1
GSE63060,100874194,ILMN_1865018,0.00295159137447261,CLDN10-AS1,CLDN10-AS1,CLDN10 antisense RNA 1,1
GSE63060,100874197,ILMN_1822921,0.00365462020067303,EFCAB6-AS1,EFCAB6-AS1,EFCAB6 antisense RNA 1,1
GSE63060,100874200,ILMN_1901977,0.00323520375656326,ARHGEF3-AS1,ARHGEF3-AS1,ARHGEF3 antisense RNA 1,1
GSE63060,100874231,ILMN_1915199,0.00305799420194211,SPATA13-AS1,SPATA13-AS1,SPATA13 antisense RNA 1,1
GSE63060,100874234,ILMN_1859030,0.00473209197637362,CACNA1C-AS4,CACNA1C-AS4,CACNA1C antisense RNA 4,1
GSE63060,100874244,ILMN_1867071,0.00343455794751079,NAALADL2-AS2,NAALADL2-AS2,NAALADL2 antisense RNA 2,1
GSE63060,100874251,ILMN_1864512,0.0391414979240261,KIRREL3-AS2,KIRREL3-AS2,KIRREL3 antisense RNA 2,1
GSE63060,100874253,ILMN_1849041,0.00929113279095137,LINC00853,LINC00853,long intergenic non-protein coding RNA 853,1
GSE63060,100874261,ILMN_1839190,0.00439839068274221,LINC00854,LINC00854,long intergenic non-protein coding RNA 854,1
GSE63060,100874275,ILMN_1880349,0.00344456368682132,LINC01216,LINC01216,long intergenic non-protein coding RNA 1216,1
GSE63060,100874302,ILMN_1900734,0.137538385188606,ITCH-IT1,ITCH-IT1,ITCH intronic transcript 1,1
GSE63060,100874325,ILMN_1865824,0.00896688672392891,ATP2B2-IT2,ATP2B2-IT2,ATP2B2 intronic transcript 2,1
GSE63060,100874329,ILMN_1834850,0.0053877555151557,KCNJ6-AS1,KCNJ6-AS1,KCNJ6 antisense RNA 1,1
GSE63060,100874363,ILMN_1886735,0.00390442406227024,HOXC-AS1,HOXC-AS1,HOXC cluster antisense RNA 1,1
GSE63060,100874371,ILMN_1864611,0.0106063079114553,ARHGEF7-IT1,ARHGEF7-IT1,ARHGEF7 intronic transcript 1,1
GSE63060,100874375,ILMN_1897253,0.00304212588532408,FAM155A-IT1,FAM155A-IT1,FAM155A intronic transcript 1,1
GSE63060,100885850,ILMN_1700461,0.0168141841150105,PTGES3L-AARSD1,PTGES3L-AARSD1,PTGES3L-AARSD1 readthrough,1
GSE63060,100887750,ILMN_2090567,0.0081178971930745,MRPS31P5,MRPS31P5,mitochondrial ribosomal protein S31 pseudogene 5,1
GSE63060,10089,ILMN_2304577,0.0233439586698236,KCNK7,KCNK7,potassium two pore domain channel subfamily K member 7,2
GSE63060,1009,ILMN_1672611,0.00408879588853445,CDH11,CDH11,cadherin 11,1
GSE63060,10090,ILMN_1700024,0.00984235569583331,UST,UST,uronyl 2-sulfotransferase,1
GSE63060,10092,ILMN_1768394,0.266393431316778,ARPC5,ARPC5,actin related protein 2/3 complex subunit 5,1
GSE63060,10093,ILMN_2393763,0.107133867967895,ARPC4,ARPC4,actin related protein 2/3 complex subunit 4,3
GSE63060,10094,ILMN_1655561,0.24411050054719,ARPC3,ARPC3,actin related protein 2/3 complex subunit 3,1
GSE63060,10095,ILMN_2085760,0.149814210509556,ARPC1B,ARPC1B,actin related protein 2/3 complex subunit 1B,1
GSE63060,10096,ILMN_1657153,0.287440014411188,ACTR3,ACTR3,ARP3 actin related protein 3 homolog,1
GSE63060,10097,ILMN_2388605,0.151949421749204,ACTR2,ACTR2,ARP2 actin related protein 2 homolog,1
GSE63060,10098,ILMN_1799028,0.437562567126623,TSPAN5,TSPAN5,tetraspanin 5,1
GSE63060,10099,ILMN_1655469,0.0496474514357756,TSPAN3,TSPAN3,tetraspanin 3,2
GSE63060,100996249,ILMN_1863695,0.00955772459473891,LOC100996249,LOC100996249,uncharacterized LOC100996249,1
GSE63060,100996263,ILMN_1896514,0.00694524102761964,LOC100996263,LOC100996263,uncharacterized LOC100996263,1
GSE63060,100996280,ILMN_1816142,0.0030306216919078,LINC00911,LINC00911,long intergenic non-protein coding RNA 911,1
GSE63060,100996307,ILMN_1917045,0.00513581438229475,LIPE-AS1,LIPE-AS1,LIPE antisense RNA 1,1
GSE63060,100996324,ILMN_1832943,0.00273214784281544,LOC100996324,LOC100996324,uncharacterized LOC100996324,1
GSE63060,100996338,ILMN_1890833,0.00800432217002375,LOC100996338,LOC100996338,uncharacterized LOC100996338,1
GSE63060,100996342,ILMN_1888355,0.00483975475506201,LOC100996342,LOC100996342,uncharacterized LOC100996342,1
GSE63060,100996549,ILMN_1831258,0.00296536853116344,LOC100996549,LOC100996549,uncharacterized LOC100996549,1
GSE63060,100996569,ILMN_1905045,0.002912405012504,NAMA,NAMA,"non-protein coding RNA, associated with MAP kinase pathway and growth arrest",2
GSE63060,100996645,ILMN_1905326,0.00280093565991679,LINCR-0003,LINCR-0003,uncharacterized LincR-0003,1
GSE63060,100996671,ILMN_1864467,0.0034553598760472,LOC100996671,LOC100996671,uncharacterized LOC100996671,1
GSE63060,101,ILMN_1708348,0.131459687591373,ADAM8,ADAM8,ADAM metallopeptidase domain 8,1
GSE63060,10100,ILMN_1810093,0.0212307183172279,TSPAN2,TSPAN2,tetraspanin 2,2
GSE63060,10101,ILMN_1657237,0.0125653665445682,NUBP2,NUBP2,nucleotide binding protein 2,1
GSE63060,10102,ILMN_2097954,0.00938616165508228,TSFM,TSFM,"Ts translation elongation factor, mitochondrial",1
GSE63060,10103,ILMN_1747546,0.0288781645751516,TSPAN1,TSPAN1,tetraspanin 1,1
GSE63060,10105,ILMN_1809607,0.00758888146434795,PPIF,PPIF,peptidylprolyl isomerase F,1
GSE63060,101059948,ILMN_1827354,0.00293682585798035,LOC101059948,LOC101059948,uncharacterized LOC101059948,1
GSE63060,10106,ILMN_1692962,0.0462426159465813,CTDSP2,CTDSP2,CTD small phosphatase 2,1
GSE63060,101060264,ILMN_1914037,0.00299927447785156,FOXP4-AS1,FOXP4-AS1,FOXP4 antisense RNA 1,1
GSE63060,101060544,ILMN_1883858,0.00339960221564237,LINC01563,LINC01563,long intergenic non-protein coding RNA 1563,1
GSE63060,10107,ILMN_1746788,0.145925131369924,TRIM10,TRIM10,tripartite motif containing 10,4
GSE63060,10109,ILMN_1792489,0.0409360193625586,ARPC2,ARPC2,actin related protein 2/3 complex subunit 2,2
GSE63060,10110,ILMN_1679233,0.00840845082377751,SGK2,SGK2,"SGK2, serine/threonine kinase 2",1
GSE63060,101101772,ILMN_1914136,0.00399155989158837,LINC00601,LINC00601,long intergenic non-protein coding RNA 601,1
GSE63060,10111,ILMN_1708789,0.00328029617589003,RAD50,RAD50,RAD50 double strand break repair protein,1
GSE63060,10112,ILMN_1695658,0.00349392951896093,KIF20A,KIF20A,kinesin family member 20A,1
GSE63060,10113,ILMN_1733930,0.0187223241157731,PREB,PREB,prolactin regulatory element binding,1
GSE63060,10114,ILMN_1746941,0.00731837724702243,HIPK3,HIPK3,homeodomain interacting protein kinase 3,2
GSE63060,101154644,ILMN_1833300,0.00488586931244438,LINCMD1,LINCMD1,"long intergenic non-protein coding RNA, muscle differentiation 1",1
GSE63060,10116,ILMN_1744239,0.00724638324642247,FEM1B,FEM1B,fem-1 homolog B,1
GSE63060,10120,ILMN_1695821,0.0247902582354755,ACTR1B,ACTR1B,"ARP1 actin-related protein 1 homolog B, centractin beta",1
GSE63060,10121,ILMN_1792314,0.051352534057504,ACTR1A,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha",1
GSE63060,10123,ILMN_1768391,0.015584339087244,ARL4C,ARL4C,ADP ribosylation factor like GTPase 4C,1
GSE63060,10124,ILMN_1775405,0.045172808956454,ARL4A,ARL4A,ADP ribosylation factor like GTPase 4A,5
GSE63060,10125,ILMN_1768958,0.11452206751569,RASGRP1,RASGRP1,RAS guanyl releasing protein 1,1
GSE63060,10126,ILMN_1801845,0.0209105099322145,DNAL4,DNAL4,dynein axonemal light chain 4,1
GSE63060,10127,ILMN_1692620,0.0227989432310081,ZNF263,ZNF263,zinc finger protein 263,1
GSE63060,10128,ILMN_1662417,0.0270887386263509,LRPPRC,LRPPRC,leucine rich pentatricopeptide repeat containing,1
GSE63060,10129,ILMN_1678437,0.00540669568621816,FRY,FRY,FRY microtubule binding protein,1
GSE63060,1013,ILMN_1784036,0.00318244717878903,CDH15,CDH15,cadherin 15,1
GSE63060,10130,ILMN_1680626,0.0330386986032741,PDIA6,PDIA6,protein disulfide isomerase family A member 6,1
GSE63060,10131,ILMN_1699737,0.0268060979358053,TRAP1,TRAP1,TNF receptor associated protein 1,1
GSE63060,10133,ILMN_2381899,0.139965028627786,OPTN,OPTN,optineurin,1
GSE63060,10134,ILMN_1812403,0.0398431965730095,BCAP31,BCAP31,B-cell receptor-associated protein 31,1
GSE63060,10135,ILMN_1653871,0.40779271007397,NAMPT,NAMPT,nicotinamide phosphoribosyltransferase,2
GSE63060,10137,ILMN_1797698,0.0308417375568716,RBM12,RBM12,RNA binding motif protein 12,3
GSE63060,10138,ILMN_1765606,0.0113818911429198,YAF2,YAF2,YY1 associated factor 2,2
GSE63060,10139,ILMN_1703989,0.0107348289521501,ARFRP1,ARFRP1,ADP ribosylation factor related protein 1,1
GSE63060,1014,ILMN_2095597,0.00510771244157004,CDH16,CDH16,cadherin 16,1
GSE63060,10140,ILMN_1672004,0.0514664516755667,TOB1,TOB1,"transducer of ERBB2, 1",1
GSE63060,101409254,ILMN_1905193,0.00321623290177029,LINC00681,LINC00681,long intergenic non-protein coding RNA 681,1
GSE63060,101409257,ILMN_1902604,0.00525269742320719,EZR-AS1,EZR-AS1,EZR antisense RNA 1,1
GSE63060,101410533,ILMN_1840004,0.00356232186257023,YTHDF3-AS1,YTHDF3-AS1,YTHDF3 antisense RNA 1 (head to head),1
GSE63060,101410535,ILMN_1912834,0.00317087720095445,LAMTOR5-AS1,LAMTOR5-AS1,LAMTOR5 antisense RNA 1,1
GSE63060,101410538,ILMN_1853181,0.00306440698563714,MMP24-AS1,MMP24-AS1,MMP24 antisense RNA 1,1
GSE63060,10142,ILMN_2400663,0.00408303419940196,AKAP9,AKAP9,A-kinase anchoring protein 9,1
GSE63060,10143,ILMN_2220735,0.00468101621400715,CLEC3A,CLEC3A,C-type lectin domain family 3 member A,2
GSE63060,10144,ILMN_1752510,0.0488923560646363,FAM13A,FAM13A,family with sequence similarity 13 member A,5
GSE63060,10146,ILMN_2344455,0.0266845403763945,G3BP1,G3BP1,G3BP stress granule assembly factor 1,2
GSE63060,10147,ILMN_1711270,0.0522339814210257,SUGP2,SUGP2,SURP and G-patch domain containing 2,3
GSE63060,10148,ILMN_1802653,0.0094410944588901,EBI3,EBI3,Epstein-Barr virus induced 3,1
GSE63060,10149,ILMN_2349071,0.0041300277326807,ADGRG2,ADGRG2,adhesion G protein-coupled receptor G2,2
GSE63060,1015,ILMN_1814015,0.00507251719352613,CDH17,CDH17,cadherin 17,1
GSE63060,10150,ILMN_2364272,0.0811269585853459,MBNL2,MBNL2,muscleblind like splicing regulator 2,2
GSE63060,10151,ILMN_2174574,0.0127426555883293,HNRNPA3P1,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,1
GSE63060,10152,ILMN_1707274,0.00324898763653067,ABI2,ABI2,abl-interactor 2,1
GSE63060,10153,ILMN_1744147,0.213899444597356,CEBPZ,CEBPZ,CCAAT/enhancer binding protein zeta,1
GSE63060,10154,ILMN_2117623,0.0926340088085152,PLXNC1,PLXNC1,plexin C1,1
GSE63060,10155,ILMN_1736575,0.0637787227152978,TRIM28,TRIM28,tripartite motif containing 28,1
GSE63060,10156,ILMN_1694404,0.00575374926529927,RASA4,RASA4,RAS p21 protein activator 4,1
GSE63060,10157,ILMN_2157219,0.00492443636363784,AASS,AASS,aminoadipate-semialdehyde synthase,2
GSE63060,10158,ILMN_1708580,0.547721708108801,PDZK1IP1,PDZK1IP1,PDZK1 interacting protein 1,1
GSE63060,10159,ILMN_1677440,0.17260464456504,ATP6AP2,ATP6AP2,ATPase H+ transporting accessory protein 2,1
GSE63060,10160,ILMN_2271584,0.00407767280798232,FARP1,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",3
GSE63060,10161,ILMN_1786429,0.158604089004186,LPAR6,LPAR6,lysophosphatidic acid receptor 6,1
GSE63060,10162,ILMN_1805225,0.0482152376448823,LPCAT3,LPCAT3,lysophosphatidylcholine acyltransferase 3,1
GSE63060,10163,ILMN_1684051,0.153290710991916,WASF2,WASF2,WAS protein family member 2,1
GSE63060,10165,ILMN_1668012,0.0145544283017513,SLC25A13,SLC25A13,solute carrier family 25 member 13,1
GSE63060,10166,ILMN_1667670,0.012205557156583,SLC25A15,SLC25A15,solute carrier family 25 member 15,2
GSE63060,101669762,ILMN_1820692,0.00657140819028914,BLACAT1,BLACAT1,bladder cancer associated transcript 1 (non-protein coding),2
GSE63060,10168,ILMN_2270900,0.00901825884621763,ZNF197,ZNF197,zinc finger protein 197,4
GSE63060,10169,ILMN_1789136,0.195259431933647,SERF2,SERF2,small EDRK-rich factor 2,1
GSE63060,1017,ILMN_1665559,0.0204890077457048,CDK2,CDK2,cyclin dependent kinase 2,2
GSE63060,10170,ILMN_1727150,0.0123575021544084,DHRS9,DHRS9,dehydrogenase/reductase 9,1
GSE63060,10171,ILMN_1813766,0.00767755037789842,RCL1,RCL1,RNA terminal phosphate cyclase like 1,1
GSE63060,10172,ILMN_1757408,0.0124856563130954,ZNF256,ZNF256,zinc finger protein 256,1
GSE63060,10174,ILMN_1789338,0.0313985321602881,SORBS3,SORBS3,sorbin and SH3 domain containing 3,2
GSE63060,10175,ILMN_1758543,0.0688876573771488,CNIH1,CNIH1,cornichon family AMPA receptor auxiliary protein 1,3
GSE63060,10178,ILMN_1904578,0.01295361128318,TENM1,TENM1,teneurin transmembrane protein 1,2
GSE63060,10179,ILMN_2183331,0.0210615382740585,RBM7,RBM7,RNA binding motif protein 7,1
GSE63060,1018,ILMN_1767414,0.00571742876986948,CDK3,CDK3,cyclin dependent kinase 3,1
GSE63060,10180,ILMN_1738239,0.0445088206504975,RBM6,RBM6,RNA binding motif protein 6,1
GSE63060,10181,ILMN_1786893,0.0590087396987176,RBM5,RBM5,RNA binding motif protein 5,1
GSE63060,10184,ILMN_1747744,0.0440103867034621,LHFPL2,LHFPL2,lipoma HMGIC fusion partner-like 2,1
GSE63060,10186,ILMN_1767448,0.00526247811250703,LHFP,LHFP,lipoma HMGIC fusion partner,1
GSE63060,10188,ILMN_1669703,0.0705383077925632,TNK2,TNK2,tyrosine kinase non receptor 2,2
GSE63060,10189,ILMN_2364062,0.0203535169025794,ALYREF,ALYREF,Aly/REF export factor,2
