gene_symbol,probe_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol_raw,gene_id,gene_title,is_annotated_gene,abs_logFC,direction,main_candidate,nominal_candidate
RPL7,ILMN_1815292,-0.338985657072579,8.01024325913655,-6.64930161740735,1.87479674816386e-10,3.28063748781441e-08,13.2928091559198,RPL7,6129,ribosomal protein L7,TRUE,0.338985657072579,AD_down,TRUE,TRUE
SELK,ILMN_2134110,-0.305185528115098,8.65904164755422,-6.64767226992598,1.89247804447218e-10,3.29652471001195e-08,13.2836889392796,SELK,58515,selenoprotein K,TRUE,0.305185528115098,AD_down,TRUE,TRUE
ZSWIM8,ILMN_1669433,0.234769081839248,9.89619176789157,6.62600860693193,2.14373644212003e-10,3.66751196138053e-08,13.162574718609,ZSWIM8,23053,zinc finger SWIM-type containing 8,TRUE,0.234769081839248,AD_up,TRUE,TRUE
CKS1B,ILMN_1719256,-0.226652117623215,8.07795411398795,-6.62303084020126,2.18074140597387e-10,3.7142387626547e-08,13.1459484929492,CKS1B,1163,CDC28 protein kinase regulatory subunit 1B,TRUE,0.226652117623215,AD_down,TRUE,TRUE
GMFG,ILMN_1711617,-0.51697425503712,10.3473406273574,-6.62096297277802,2.20680756313896e-10,3.72551891782427e-08,13.1344057049622,GMFG,9535,glia maturation factor gamma,TRUE,0.51697425503712,AD_down,TRUE,TRUE
LYPLAL1,ILMN_2142117,-0.210334202200438,8.46309037473896,-6.62166721847427,2.19789611372721e-10,3.72551891782427e-08,13.1383365067513,LYPLAL1,127018,lysophospholipase like 1,TRUE,0.210334202200438,AD_down,TRUE,TRUE
MDH1,ILMN_1656913,-0.385872523629812,10.0963776216024,-6.60994842074625,2.35089397014554e-10,3.91699820538771e-08,13.0729649739351,MDH1,4190,malate dehydrogenase 1,TRUE,0.385872523629812,AD_down,TRUE,TRUE
PFDN5,ILMN_1755536,-0.642823154770431,10.3314910194257,-6.60685533928171,2.39299224086841e-10,3.9358046632858e-08,13.055724130627,PFDN5,5204,prefoldin subunit 5,TRUE,0.642823154770431,AD_down,TRUE,TRUE
MRPL55,ILMN_1799289,-0.247663628713359,8.42770342441366,-6.60527677872171,2.41476178975268e-10,3.95463680798727e-08,13.0469273958921,MRPL55,128308,mitochondrial ribosomal protein L55,TRUE,0.247663628713359,AD_down,TRUE,TRUE
TXNDC17,ILMN_1659437,-0.440117386385872,9.10276118332932,-6.58796106874861,2.66671090984646e-10,4.33024133420067e-08,12.950529526606,TXNDC17,84817,thioredoxin domain containing 17,TRUE,0.440117386385872,AD_down,TRUE,TRUE
EMG1,ILMN_1797074,-0.243447527197867,8.45548236087149,-6.57631837064054,2.85045728226446e-10,4.57051146321919e-08,12.8858130240774,EMG1,10436,"EMG1, N1-specific pseudouridine methyltransferase",TRUE,0.243447527197867,AD_down,TRUE,TRUE
SEC11A,ILMN_1693490,-0.352719609541058,10.0931760797349,-6.56952934231021,2.96328517448099e-10,4.69252125853143e-08,12.8481127973424,SEC11A,23478,"SEC11 homolog A, signal peptidase complex subunit",TRUE,0.352719609541058,AD_down,TRUE,TRUE
MRPS22,ILMN_1655377,-0.310232284621311,8.83202168605221,-6.55885968280401,3.14952961187077e-10,4.92637852188211e-08,12.7889180352824,MRPS22,56945,mitochondrial ribosomal protein S22,TRUE,0.310232284621311,AD_down,TRUE,TRUE
RPL24,ILMN_2160388,-0.434898466380868,11.9022736814056,-6.55187574617328,3.27761514933165e-10,5.08521326933957e-08,12.7502079636796,RPL24,6152,ribosomal protein L24,TRUE,0.434898466380868,AD_down,TRUE,TRUE
ANAPC13,ILMN_1793894,-0.30493578581413,9.82202001508835,-6.54962181589755,3.32003413111102e-10,5.13025596663051e-08,12.7377212043018,ANAPC13,25847,anaphase promoting complex subunit 13,TRUE,0.30493578581413,AD_down,TRUE,TRUE
SRP14,ILMN_2234758,-0.452371969173358,10.5544309662008,-6.53504256508291,3.60773779856011e-10,5.52245727635019e-08,12.6570250199312,SRP14,6727,signal recognition particle 14,TRUE,0.452371969173358,AD_down,TRUE,TRUE
NXF1,ILMN_1705783,0.200785026008001,10.3205028042008,6.52701158857136,3.77653638281427e-10,5.74303282786542e-08,12.6126274619231,NXF1,10482,nuclear RNA export factor 1,TRUE,0.200785026008001,AD_up,TRUE,TRUE
ERH,ILMN_1781795,-0.37040772959244,8.80943414993173,-6.52608041707319,3.79660304081698e-10,5.750728131628e-08,12.6074821577745,ERH,2079,enhancer of rudimentary homolog (Drosophila),TRUE,0.37040772959244,AD_down,TRUE,TRUE
RPL23,ILMN_1755115,-0.636742428565442,8.31579533016867,-6.52510109382686,3.81782034435199e-10,5.76009886756917e-08,12.6020713416344,RPL23,9349,ribosomal protein L23,TRUE,0.636742428565442,AD_down,TRUE,TRUE
COX6A1,ILMN_1783636,-0.230107977785222,9.32467358071888,-6.51957366489443,3.93977514551451e-10,5.87471062748666e-08,12.5715426866873,COX6A1,1337,cytochrome c oxidase subunit 6A1,TRUE,0.230107977785222,AD_down,TRUE,TRUE
TRABD,ILMN_1755737,0.206431140771901,11.2494673240964,6.52040957126125,3.92108951541427e-10,5.87471062748666e-08,12.5761583308816,TRABD,80305,TraB domain containing,TRUE,0.206431140771901,AD_up,TRUE,TRUE
PCM1,ILMN_2042595,-0.220355122366674,8.89200336864257,-6.51786915600978,3.97814866010597e-10,5.90893848653414e-08,12.5621321484747,PCM1,5108,pericentriolar material 1,TRUE,0.220355122366674,AD_down,TRUE,TRUE
C11orf1,ILMN_2128967,-0.263618281138054,8.18398075314056,-6.49305044237833,4.58028018049641e-10,6.6739732728891e-08,12.4253051147177,C11orf1,64776,chromosome 11 open reading frame 1,TRUE,0.263618281138054,AD_down,TRUE,TRUE
ZC3H15,ILMN_2062112,-0.233406392093245,7.8954911427751,-6.48594991974509,4.76843246317167e-10,6.92181321415396e-08,12.3862272110521,ZC3H15,55854,zinc finger CCCH-type containing 15,TRUE,0.233406392093245,AD_down,TRUE,TRUE
COPS5,ILMN_1736002,-0.354521804698083,9.57497894685944,-6.47704106730667,5.01526434503279e-10,7.25264000869233e-08,12.3372398106673,COPS5,10987,COP9 signalosome subunit 5,TRUE,0.354521804698083,AD_down,TRUE,TRUE
CASP1,ILMN_2326509,-0.374293635541806,10.240490940253,-6.45693395884658,5.61938558569747e-10,7.97578127463328e-08,12.2268511531411,CASP1,834,caspase 1,TRUE,0.374293635541806,AD_down,TRUE,TRUE
LINC00493,ILMN_1803953,-0.207715563383068,8.55499184635341,-6.45610696461676,5.64570556588646e-10,7.98356932457199e-08,12.2223161285918,LINC00493,388789,long intergenic non-protein coding RNA 493,TRUE,0.207715563383068,AD_down,TRUE,TRUE
SF3B6,ILMN_1703720,-0.491120876009448,9.22030866416466,-6.45354108776436,5.72813994791672e-10,8.07035952514944e-08,12.2082481350214,SF3B6,51639,splicing factor 3b subunit 6,TRUE,0.491120876009448,AD_down,TRUE,TRUE
PLRG1,ILMN_1749634,-0.228116716937464,8.71553408041767,-6.42807060780878,6.61324692862152e-10,9.14920031764021e-08,12.0688155929787,PLRG1,5356,pleiotropic regulator 1,TRUE,0.228116716937464,AD_down,TRUE,TRUE
COPS4,ILMN_1726755,-0.224669592286265,8.27550987422892,-6.42646086389564,6.67348914392337e-10,9.19933276882847e-08,12.0600165522328,COPS4,51138,COP9 signalosome subunit 4,TRUE,0.224669592286265,AD_down,TRUE,TRUE
MYL6,ILMN_1809013,-0.424170635051685,13.1577886833333,-6.41716197423058,7.03217439913806e-10,9.62453526156317e-08,12.0092184317123,MYL6,4637,myosin light chain 6,TRUE,0.424170635051685,AD_down,TRUE,TRUE
LINC00936,ILMN_1795835,0.286354145138061,9.76900643414859,6.38614151946838,8.37100543086092e-10,1.12955517648399e-07,11.840138168384,LINC00936,338758,long intergenic non-protein coding RNA 936,TRUE,0.286354145138061,AD_up,TRUE,TRUE
SNX2,ILMN_1691575,-0.304170731776603,9.46529894583133,-6.37795343605934,8.76425241414517e-10,1.17846905619253e-07,11.7956056201241,SNX2,6643,sorting nexin 2,TRUE,0.304170731776603,AD_down,TRUE,TRUE
NOP10,ILMN_1815479,-0.315732662761055,11.61111243849,-6.37018864287425,9.1538867947667e-10,1.22655681730437e-07,11.7534129172847,NOP10,55505,NOP10 ribonucleoprotein,TRUE,0.315732662761055,AD_down,TRUE,TRUE
ANKRD13D,ILMN_1672356,0.377742872464389,9.98281107312851,6.34179536665875,1.07287765972629e-09,1.42265805107373e-07,11.5994413122726,ANKRD13D,338692,ankyrin repeat domain 13D,TRUE,0.377742872464389,AD_up,TRUE,TRUE
H2AFZ,ILMN_1707858,-0.304658634541066,11.3982473349799,-6.30059242970806,1.34967324224014e-09,1.71844584254828e-07,11.376883290106,H2AFZ,3015,H2A histone family member Z,TRUE,0.304658634541066,AD_down,TRUE,TRUE
CHKB,ILMN_2331205,0.219329616943292,9.74965689059036,6.29196729997626,1.41592041997724e-09,1.7967186203433e-07,11.3304266957814,CHKB,1120,choline kinase beta,TRUE,0.219329616943292,AD_up,TRUE,TRUE
AKAP17A,ILMN_2117716,0.250936409912439,10.6222034163012,6.27048879867463,1.59505890280674e-09,1.99106994375766e-07,11.2149388730645,AKAP17A,8227,A-kinase anchoring protein 17A,TRUE,0.250936409912439,AD_up,TRUE,TRUE
ATP5L,ILMN_1812638,-0.432953489130176,10.9512106253815,-6.2258056627191,2.04185140172321e-09,2.49196908970818e-07,10.9755974813207,ATP5L,10632,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G",TRUE,0.432953489130176,AD_down,TRUE,TRUE
GTF2F2,ILMN_1745798,-0.224120914772737,8.47821628946185,-6.22138414345031,2.09222358107904e-09,2.52928050706975e-07,10.9519814658286,GTF2F2,2963,general transcription factor IIF subunit 2,TRUE,0.224120914772737,AD_down,TRUE,TRUE
UBE2V2,ILMN_1770515,-0.202162993513276,8.07976705676707,-6.22238738398013,2.0806884097932e-09,2.52928050706975e-07,10.9573388597335,UBE2V2,7336,ubiquitin conjugating enzyme E2 V2,TRUE,0.202162993513276,AD_down,TRUE,TRUE
KLF6,ILMN_1735014,0.227090557020779,12.8105747245382,6.17175778242849,2.74819350627555e-09,3.25050220825591e-07,10.6877570789498,KLF6,1316,Kruppel like factor 6,TRUE,0.227090557020779,AD_up,TRUE,TRUE
RPS17,ILMN_2207533,-0.686095229769995,11.7880704926345,-6.168284240533,2.80099909763785e-09,3.30276576675931e-07,10.6693207534668,RPS17,6218,ribosomal protein S17,TRUE,0.686095229769995,AD_down,TRUE,TRUE
NDUFB2,ILMN_2117330,-0.459038527349186,10.068531768012,-6.16333662493308,2.87793396563105e-09,3.37272738320836e-07,10.6430736552129,NDUFB2,4708,NADH:ubiquinone oxidoreductase subunit B2,TRUE,0.459038527349186,AD_down,TRUE,TRUE
CHMP5,ILMN_1732534,-0.3112721001853,8.07458239780321,-6.16373984472468,2.87158722897485e-09,3.37272738320836e-07,10.6452121602429,CHMP5,51510,charged multivesicular body protein 5,TRUE,0.3112721001853,AD_down,TRUE,TRUE
MRFAP1L1,ILMN_1689774,-0.335412833079201,9.61626834140562,-6.14461873049415,3.18817693201122e-09,3.68003965025705e-07,10.5439145520625,MRFAP1L1,114932,Morf4 family associated protein 1 like 1,TRUE,0.335412833079201,AD_down,TRUE,TRUE
MPHOSPH10,ILMN_1652085,-0.22808075367195,8.55235771967068,-6.13655506960517,3.33171442597205e-09,3.81373995865682e-07,10.5012648794133,MPHOSPH10,10199,M-phase phosphoprotein 10,TRUE,0.22808075367195,AD_down,TRUE,TRUE
ARHGAP4,ILMN_1770824,0.21058573704896,10.529166589755,6.1364369831728,3.33386275807639e-09,3.81373995865682e-07,10.500640610804,ARHGAP4,393,Rho GTPase activating protein 4,TRUE,0.21058573704896,AD_up,TRUE,TRUE
RPL31,ILMN_1754195,-0.802992162260464,9.20699222025703,-6.10934913208389,3.86426531630312e-09,4.38125371157894e-07,10.3576724587461,RPL31,6160,ribosomal protein L31,TRUE,0.802992162260464,AD_down,TRUE,TRUE
RYBP,ILMN_1721842,0.312580928536209,10.9959180613454,6.10177391439302,4.02682804549908e-09,4.55209747373497e-07,10.3177739927412,RYBP,23429,RING1 and YY1 binding protein,TRUE,0.312580928536209,AD_up,TRUE,TRUE
UQCRQ,ILMN_1666471,-0.564885217189112,9.59874405417269,-6.08832955834121,4.33198608759464e-09,4.78416054319313e-07,10.2470525851085,UQCRQ,27089,ubiquinol-cytochrome c reductase complex III subunit VII,TRUE,0.564885217189112,AD_down,TRUE,TRUE
NAE1,ILMN_1689665,-0.245596514974172,8.65500054780723,-6.08896453929454,4.31707714236105e-09,4.78416054319313e-07,10.2503901954066,NAE1,8883,NEDD8 activating enzyme E1 subunit 1,TRUE,0.245596514974172,AD_down,TRUE,TRUE
SIPA1,ILMN_1682930,0.209918943753576,10.7413575955944,6.08555562200517,4.39770961619367e-09,4.82891197454939e-07,10.2324751238915,SIPA1,6494,signal-induced proliferation-associated 1,TRUE,0.209918943753576,AD_up,TRUE,TRUE
KLRB1,ILMN_2079655,-0.662570927010203,10.0174229031285,-6.0843118251849,4.42749525470742e-09,4.84772780431137e-07,10.2259403692112,KLRB1,3820,killer cell lectin like receptor B1,TRUE,0.662570927010203,AD_down,TRUE,TRUE
RPS27,ILMN_1696839,-0.791665716678494,9.72834815541365,-6.05446114863631,5.2046298175091e-09,5.61836123567842e-07,10.0694041444428,RPS27,6232,ribosomal protein S27,TRUE,0.791665716678494,AD_down,TRUE,TRUE
MRPL36,ILMN_1800197,-0.217376554321237,8.6402354647992,-6.05048871476326,5.31762868817515e-09,5.72421816259124e-07,10.0486156507832,MRPL36,64979,mitochondrial ribosomal protein L36,TRUE,0.217376554321237,AD_down,TRUE,TRUE
C14orf166,ILMN_1696708,-0.272657159886091,8.27749248887149,-6.04728722512911,5.41044181539654e-09,5.80781376049373e-07,10.0318689917346,C14orf166,51637,chromosome 14 open reading frame 166,TRUE,0.272657159886091,AD_down,TRUE,TRUE
MARCH6,ILMN_1757106,0.320998584472151,9.57375411106827,6.0297045497518,5.94914507253917e-09,6.35050522200129e-07,9.94001275084116,MARCH6,10299,membrane associated ring-CH-type finger 6,TRUE,0.320998584472151,AD_up,TRUE,TRUE
RPS27L,ILMN_1712678,-0.608366521780988,8.70959094499197,-6.02047484115818,6.25258811347952e-09,6.63744270594909e-07,9.89187375241562,RPS27L,51065,ribosomal protein S27 like,TRUE,0.608366521780988,AD_down,TRUE,TRUE
ATP5H,ILMN_1794912,-0.207082079332237,10.7789409057028,-5.98225628864134,7.67852603353973e-09,7.9528776934408e-07,9.69312163789883,ATP5H,10476,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D",TRUE,0.207082079332237,AD_down,TRUE,TRUE
RWDD1,ILMN_2316806,-0.473360319388478,9.26573920808032,-5.96756320579124,8.30753396473958e-09,8.48963510924667e-07,9.6169621789113,RWDD1,51389,RWD domain containing 1,TRUE,0.473360319388478,AD_down,TRUE,TRUE
ACADVL,ILMN_1806408,0.2026003183364,10.6881832500843,5.94784758287478,9.23129534892291e-09,9.3340818037315e-07,9.51498853349264,ACADVL,37,"acyl-CoA dehydrogenase, very long chain",TRUE,0.2026003183364,AD_up,TRUE,TRUE
ANXA1,ILMN_2184184,-0.621761837738034,11.3327351536586,-5.93601640467986,9.83309464758816e-09,9.89038984474733e-07,9.4539159994833,ANXA1,301,annexin A1,TRUE,0.621761837738034,AD_down,TRUE,TRUE
PTPRE,ILMN_1734543,0.212453951260527,10.4346023904137,5.92335897087726,1.05193977365017e-08,1.05529937188016e-06,9.38867902163735,PTPRE,5791,"protein tyrosine phosphatase, receptor type E",TRUE,0.212453951260527,AD_up,TRUE,TRUE
PSD4,ILMN_2154115,0.235516283790337,9.47693063306827,5.9132901082778,1.10985929003387e-08,1.10472799253709e-06,9.33685810837565,PSD4,23550,pleckstrin and Sec7 domain containing 4,TRUE,0.235516283790337,AD_up,TRUE,TRUE
CCDC90B,ILMN_2232166,-0.238522179158867,8.78237359135341,-5.90289000444624,1.17295548812351e-08,1.16149871358835e-06,9.28340178501702,CCDC90B,60492,coiled-coil domain containing 90B,TRUE,0.238522179158867,AD_down,TRUE,TRUE
PDCD10,ILMN_1766024,-0.392715796899977,8.30305964511245,-5.89917077294525,1.19636016951011e-08,1.17858391814823e-06,9.26430214270779,PDCD10,11235,programmed cell death 10,TRUE,0.392715796899977,AD_down,TRUE,TRUE
OCIAD2,ILMN_1700306,-0.272302067867086,9.37695993193976,-5.89681123797309,1.21144448012398e-08,1.18431059610488e-06,9.25218973276735,OCIAD2,132299,OCIA domain containing 2,TRUE,0.272302067867086,AD_down,TRUE,TRUE
RARS,ILMN_1751378,-0.203086783638014,9.03487809035341,-5.89108226556778,1.24884726430078e-08,1.21160316107682e-06,9.2227958293071,RARS,5917,arginyl-tRNA synthetase,TRUE,0.203086783638014,AD_down,TRUE,TRUE
HMGB2,ILMN_1654268,-0.249708699591748,7.97885396761446,-5.87702901272972,1.34544243983861e-08,1.29547852209787e-06,9.15078307019316,HMGB2,3148,high mobility group box 2,TRUE,0.249708699591748,AD_down,TRUE,TRUE
ELF4,ILMN_1652082,0.203075843695994,10.2125530569639,5.86989006735941,1.39727142935573e-08,1.3372329804741e-06,9.11425067554669,ELF4,2000,E74 like ETS transcription factor 4,TRUE,0.203075843695994,AD_up,TRUE,TRUE
FES,ILMN_1693650,0.260456751392345,9.6426595751004,5.85808439054504,1.48729288691698e-08,1.40773243502449e-06,9.05391038656727,FES,2242,"FES proto-oncogene, tyrosine kinase",TRUE,0.260456751392345,AD_up,TRUE,TRUE
HDDC2,ILMN_1753745,-0.260158510848672,9.00839418770281,-5.85802754454791,1.48773977398079e-08,1.40773243502449e-06,9.0536200609183,HDDC2,51020,HD domain containing 2,TRUE,0.260158510848672,AD_down,TRUE,TRUE
MRPS31,ILMN_1654552,-0.211814255287833,8.72035864664257,-5.85604887707437,1.50337683553777e-08,1.41902480520883e-06,9.04351587157637,MRPS31,10240,mitochondrial ribosomal protein S31,TRUE,0.211814255287833,AD_down,TRUE,TRUE
THOC7,ILMN_1805028,-0.241598811779107,9.53450608163052,-5.85415514247933,1.51849304558907e-08,1.42626692384962e-06,9.03384780637388,THOC7,80145,THO complex 7,TRUE,0.241598811779107,AD_down,TRUE,TRUE
PLGRKT,ILMN_1709043,-0.206973487402619,8.78118764966265,-5.84548985698482,1.58957726743909e-08,1.48213576746474e-06,8.98963908228097,PLGRKT,55848,plasminogen receptor with a C-terminal lysine,TRUE,0.206973487402619,AD_down,TRUE,TRUE
ITGAM,ILMN_1685009,0.293341634169746,10.3831605768313,5.84039303183653,1.63289616238367e-08,1.51515367396772e-06,8.96365907264089,ITGAM,3684,integrin subunit alpha M,TRUE,0.293341634169746,AD_up,TRUE,TRUE
NUP88,ILMN_1734826,-0.212410125209792,8.91237623573494,-5.84056028888273,1.63145648053341e-08,1.51515367396772e-06,8.96451135937307,NUP88,4927,nucleoporin 88,TRUE,0.212410125209792,AD_down,TRUE,TRUE
UPF2,ILMN_2383693,-0.208948672052036,9.64301768784337,-5.83388407023184,1.68989711486155e-08,1.56425693806097e-06,8.93050586271238,UPF2,26019,UPF2 regulator of nonsense transcripts homolog (yeast),TRUE,0.208948672052036,AD_down,TRUE,TRUE
C17orf62,ILMN_1750401,0.219846456594532,11.1359760436145,5.83205041214496,1.70630295959528e-08,1.57184956773102e-06,8.92117121760882,C17orf62,79415,chromosome 17 open reading frame 62,TRUE,0.219846456594532,AD_up,TRUE,TRUE
NDUFB6,ILMN_1763147,-0.236475534575676,9.62501271497189,-5.82590151639247,1.76246129281877e-08,1.61581439386127e-06,8.88988507580198,NDUFB6,4712,NADH:ubiquinone oxidoreductase subunit B6,TRUE,0.236475534575676,AD_down,TRUE,TRUE
TAF1C,ILMN_1671839,0.224986284849453,9.76460786748193,5.81517127268703,1.86481660195138e-08,1.70151194809478e-06,8.83534838195599,TAF1C,9013,"TATA-box binding protein associated factor, RNA polymerase I subunit C",TRUE,0.224986284849453,AD_up,TRUE,TRUE
SNHG5,ILMN_2200659,-0.509689501305606,9.88075901057028,-5.8095757928273,1.92047223049763e-08,1.74725625008022e-06,8.8069394101171,SNHG5,387066,small nucleolar RNA host gene 5,TRUE,0.509689501305606,AD_down,TRUE,TRUE
SS18L2,ILMN_1796407,-0.385992324028182,10.3450153902369,-5.80887453806265,1.92756068533785e-08,1.74725625008022e-06,8.80338050907785,SS18L2,51188,SS18 like 2,TRUE,0.385992324028182,AD_down,TRUE,TRUE
C10orf54,ILMN_2205963,0.255113311466072,11.9398067451004,5.80362516958483,1.98144039678872e-08,1.77828475142242e-06,8.77675004804326,C10orf54,64115,chromosome 10 open reading frame 54,TRUE,0.255113311466072,AD_up,TRUE,TRUE
RPS20,ILMN_1701596,-0.384582445938332,11.996653526506,-5.78993234886153,2.12900166506083e-08,1.89298380066035e-06,8.70737115367251,RPS20,6224,ribosomal protein S20,TRUE,0.384582445938332,AD_down,TRUE,TRUE
COX7A2,ILMN_1701293,-0.490172143365937,10.7419048938514,-5.78202065543938,2.21909862283249e-08,1.95494936607326e-06,8.66734077916052,COX7A2,1347,cytochrome c oxidase subunit 7A2,TRUE,0.490172143365937,AD_down,TRUE,TRUE
COMMD6,ILMN_1777378,-0.803438456238976,9.03909962867871,-5.7571531119932,2.52720899762636e-08,2.20108416379631e-06,8.54179056614028,COMMD6,170622,COMM domain containing 6,TRUE,0.803438456238976,AD_down,TRUE,TRUE
ATP6V1G1,ILMN_1784523,-0.460693166025564,9.73137909916064,-5.73978941559707,2.76671720196999e-08,2.38797604986248e-06,8.45436961118955,ATP6V1G1,9550,ATPase H+ transporting V1 subunit G1,TRUE,0.460693166025564,AD_down,TRUE,TRUE
DCUN1D1,ILMN_1810719,0.208982132231438,8.34832862838554,5.72950087204864,2.91894129455609e-08,2.49802954815074e-06,8.40266486251741,DCUN1D1,54165,defective in cullin neddylation 1 domain containing 1,TRUE,0.208982132231438,AD_up,TRUE,TRUE
ARID4B,ILMN_2269564,-0.203192546503263,9.20359234709639,-5.71044727957603,3.22272773840597e-08,2.70243703263006e-06,8.30709863165133,ARID4B,51742,AT-rich interaction domain 4B,TRUE,0.203192546503263,AD_down,TRUE,TRUE
DENR,ILMN_1760954,-0.231021967574445,8.9807612351004,-5.70249530945777,3.35844782694714e-08,2.81009689135957e-06,8.26728624831405,DENR,8562,density regulated re-initiation and release factor,TRUE,0.231021967574445,AD_down,TRUE,TRUE
ATP6AP1,ILMN_1697694,0.211295916236387,11.2731958080321,5.70137276367043,3.3780506196794e-08,2.82034108599899e-06,8.26166952083508,ATP6AP1,537,ATPase H+ transporting accessory protein 1,TRUE,0.211295916236387,AD_up,TRUE,TRUE
ZCCHC7,ILMN_1744980,-0.220215984617449,8.62326595134137,-5.68761956665253,3.62747370637422e-08,3.01544571313824e-06,8.19292325124521,ZCCHC7,84186,zinc finger CCHC-type containing 7,TRUE,0.220215984617449,AD_down,TRUE,TRUE
