dataset_accession,expression_column,sample_geo_accession,sample_title,diagnosis_clean,n_features,missing_values,missing_fraction,mean,sd,min,q1,median,q3,max,iqr,median_mad_z,iqr_mad_z,qc_flag
GSE63060,4856076038_L,GSM1539366,4856076038_L,Control,38322,0,0,7.91215269428313,0.958720143330317,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076040_H,GSM1539367,4856076040_H,Control,38322,0,0,7.9121540657682,0.958719464091681,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63061,7943280031_D,GSM1539439,7943280031_D,Control,32049,0,0,6.60864568609657,1.02452137039113,5.919306369,6.057188619,6.158316957,6.686890385,14.05469712,0.629701766,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_B,GSM1539440,7196843072_B,Control,32049,0,0,6.60017871447112,1.021234182355,5.691643843,6.051407746,6.157804111,6.677871322,14.14252917,0.626463576,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_F,GSM1539441,7196843072_F,Control,32049,0,0,6.60544250614834,1.02115842981915,3.926741361,6.059589394,6.154764152,6.685523319,14.07309144,0.625933925,1.05122999245094,0.663488128691577,pass
GSE63061,7196843053_A,GSM1539442,7196843053_A,Control,32049,0,0,6.6081469881664,1.02306758978839,5.780747067,6.057457737,6.162872517,6.690457529,14.07221483,0.632999792,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_F,GSM1539443,7196843076_F,Control,32049,0,0,6.60218331298827,1.02113557123606,5.684932499,6.052442214,6.164909439,6.681100149,14.09296237,0.628657935,1.05122999245094,0.663488128691577,pass
GSE63061,7348931014_E,GSM1539444,7348931014_E,Control,32049,0,0,6.60383393918734,1.01820455835929,5.982852031,6.055019593,6.152419305,6.687398568,14.12021628,0.632378975,1.05122999245094,0.663488128691577,pass
GSE63061,7348931014_I,GSM1539445,7348931014_I,Control,32049,0,0,6.6025814751,1.01753333210162,5.990005683,6.055488838,6.15195684,6.68996586,14.07820819,0.634477022,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_C,GSM1539446,7348931018_C,Control,32049,0,0,6.60838404433995,1.02611957654166,5.883984688,6.059519686,6.154066786,6.690621428,14.09172209,0.631101742,1.05122999245094,0.663488128691577,pass
GSE63061,7348931013_F,GSM1539447,7348931013_F,Control,32049,0,0,6.60412821787884,1.02279728154797,5.517720887,6.058294396,6.153929046,6.687800164,14.10722638,0.629505768000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843052_B,GSM1539448,7196843052_B,Control,32049,0,0,6.6076653506755,1.03033965659662,5.922556658,6.053878479,6.160137813,6.689779312,14.08642999,0.635900833,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_A,GSM1539449,7348931005_A,Control,32049,0,0,6.61142321420509,1.02630790740358,5.83003803,6.055850698,6.154020782,6.706569866,14.15923069,0.650719167999999,1.05122999245094,0.663488128691577,pass
GSE63061,7943280031_L,GSM1539450,7943280031_L,Control,32049,0,0,6.60672204017551,1.02037115241662,5.766490492,6.056389504,6.159345752,6.688414019,14.05485437,0.632024515,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_B,GSM1539451,7196843062_B,Control,32049,0,0,6.60704779098487,1.02696541450758,5.806759366,6.053967051,6.15778471,6.690955789,14.15154861,0.636988738,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_K,GSM1539452,7196843066_K,Control,32049,0,0,6.59818568634847,1.01450460180087,5.946607304,6.061772284,6.167396793,6.639268368,14.09621835,0.577496084,1.05122999245094,0.663488128691577,pass
GSE63061,7348931013_A,GSM1539453,7348931013_A,Control,32049,0,0,6.60748478027611,1.03531835002117,5.929552635,6.054313936,6.157096737,6.683892288,14.16200981,0.629578352,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_B,GSM1539454,7196843066_B,Control,32049,0,0,6.61078515723767,1.02058720712651,5.925738801,6.055421308,6.15309796,6.716443613,14.09608357,0.661022305,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_H,GSM1539455,7196843072_H,Control,32049,0,0,6.60514648839349,1.02557971341738,5.88247107,6.054887571,6.155460665,6.684813186,14.05378399,0.629925615,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_E,GSM1539456,7348931019_E,Control,32049,0,0,6.60871345464117,1.02756646578056,5.608503187,6.053243506,6.155032886,6.695387471,14.07725706,0.642143965,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_D,GSM1539457,7964814051_D,Control,32049,0,0,6.60633799616369,1.02540065409356,5.679207335,6.056924853,6.158737873,6.683582604,14.12960464,0.626657751,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_C,GSM1539458,7196835071_C,Control,32049,0,0,6.60538409360791,1.02405547333954,5.962282346,6.055110651,6.150634129,6.690343147,14.08299103,0.635232496,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_D,GSM1539459,7196835071_D,Control,32049,0,0,6.60154460790642,1.02321229840049,5.86047494,6.054567904,6.150226286,6.684101349,14.08129525,0.629533445,1.05122999245094,0.663488128691577,pass
GSE63061,7196835090_B,GSM1539460,7196835090_B,Control,32049,0,0,6.60404146214481,1.02049934945249,5.809886698,6.05315871,6.162670082,6.684212228,14.0956776,0.631053518,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_H,GSM1539461,7196843032_H,Control,32049,0,0,6.60760901369275,1.02507140671405,5.970886201,6.055620199,6.152015642,6.687297646,14.07189145,0.631677447,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_K,GSM1539462,7196843036_K,Control,32049,0,0,6.60841116039015,1.02359327220595,5.975183863,6.055072926,6.152229458,6.699748595,14.07649451,0.644675669,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_D,GSM1539463,7196843073_D,Control,32049,0,0,6.60443647131758,1.02300193828228,5.62814797,6.059740618,6.151529026,6.68510746,14.10646024,0.625366842,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_H,GSM1539464,7196843091_H,Control,32049,0,0,6.60462178526644,1.02400655233422,5.973930458,6.05484391,6.154990185,6.685413325,14.1212935,0.630569415,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_E,GSM1539465,7348931005_E,Control,32049,0,0,6.60918140676168,1.01949349372128,5.816341029,6.054779291,6.151997159,6.710115199,14.16059929,0.655335908,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_L,GSM1539466,7943280008_L,Control,32049,0,0,6.60458303061094,1.02197226456986,5.916885581,6.054135476,6.158634666,6.68701415,14.10856618,0.632878674000001,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_L,GSM1539467,7964814064_L,Control,32049,0,0,6.60560993631068,1.01817847037692,5.87664561,6.055582444,6.162586458,6.69269397,14.0764559,0.637111526,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_B,GSM1539468,7348931007_B,Control,32049,0,0,6.60478443650875,1.02009374781417,5.936718456,6.055401867,6.155973302,6.687490234,14.08673742,0.632088367000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_L,GSM1539469,7348931015_L,Control,32049,0,0,6.60157280656286,1.02200491905741,5.710948794,6.056596719,6.157204407,6.671082874,14.09515506,0.614486155,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_I,GSM1539470,7964814028_I,Control,32049,0,0,6.60386323922556,1.02890173195057,5.574841484,6.049307719,6.153564755,6.689368385,14.11962995,0.640060666,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_C,GSM1539471,7964814064_C,Control,32049,0,0,6.60492841705177,1.02391089679826,5.870488591,6.052802167,6.157703981,6.687937938,14.06028716,0.635135771,1.05122999245094,0.663488128691577,pass
GSE63061,7196843035_L,GSM1539472,7196843035_L,Control,32049,0,0,6.60624077585675,1.02367798803319,5.126917083,6.055027484,6.158275143,6.684873114,14.09315073,0.62984563,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_C,GSM1539473,7196843090_C,Control,32049,0,0,6.60275645736201,1.02285529732297,5.734643216,6.053063524,6.16433424,6.678451354,14.07607118,0.62538783,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_D,GSM1539474,7348931019_D,Control,32049,0,0,6.60605908834538,1.02367992684166,5.935178696,6.054900628,6.156997027,6.688416465,14.0778024,0.633515837,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_A,GSM1539475,7196835071_A,Control,32049,0,0,6.59828679795669,1.02213998833505,5.792793846,6.054571083,6.151766087,6.662193586,14.08488183,0.607622503,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_B,GSM1539476,7196843073_B,Control,32049,0,0,6.60575172130238,1.02768953058736,5.587253606,6.054896602,6.155319134,6.685093961,14.41911704,0.630197358999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_G,GSM1539477,7196843073_G,Control,32049,0,0,6.60549114176982,1.02368372673666,5.680435684,6.060967041,6.155791647,6.684003521,14.11256583,0.623036480000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_J,GSM1539478,7196843076_J,Control,32049,0,0,6.60348196406147,1.01188452921817,5.717804917,6.053691886,6.167146942,6.689280083,14.05715761,0.635588197,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_A,GSM1539479,7348931007_A,Control,32049,0,0,6.60099365412512,1.02279291583069,5.977277767,6.053596575,6.153706205,6.677761107,14.08594463,0.624164532,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_B,GSM1539480,7964814051_B,Control,32049,0,0,6.60051942011726,1.02119125686443,5.659204445,6.047524779,6.155960419,6.690677661,13.98980466,0.643152882,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_A,GSM1539481,7196843036_A,Control,32049,0,0,6.61195142308915,1.02582242083264,5.962913271,6.054742293,6.155274575,6.704395818,14.09976118,0.649653525,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_I,GSM1539482,7196843062_I,Control,32049,0,0,6.60785231401772,1.02319586349587,5.948609154,6.059390963,6.158718226,6.690669653,14.09188292,0.631278689999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_L,GSM1539483,7196843076_L,Control,32049,0,0,6.60285376206868,1.01132379884658,5.766150468,6.053846906,6.167363079,6.687785214,14.09622331,0.633938307999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843053_B,GSM1539484,7196843053_B,Control,32049,0,0,6.61043866718294,1.02884491557182,5.740250534,6.055962717,6.157840767,6.693158521,14.07467007,0.637195804,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_B,GSM1539485,7196843091_B,Control,32049,0,0,6.6051435658243,1.02083853790469,4.65311579,6.054240681,6.154710415,6.68685819,14.08692152,0.632617509,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_F,GSM1539486,7196843091_F,Control,32049,0,0,6.60732992009788,1.01965647121925,5.820606736,6.055036491,6.156897829,6.691525326,14.08531774,0.636488835,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_L,GSM1539487,7964814051_L,Control,32049,0,0,6.60709681776711,1.01832103186494,5.962872998,6.059101972,6.159372918,6.691452792,14.03958844,0.63235082,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_G,GSM1539488,7196835071_G,Control,32049,0,0,6.60278408886143,1.02464967373635,5.868990096,6.055254969,6.152549671,6.677430531,14.07983969,0.622175562,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_D,GSM1539489,7196843068_D,Control,32049,0,0,6.60085253832279,1.03690197381471,5.861232648,6.049585918,6.145118721,6.674646662,14.07258879,0.625060744,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_F,GSM1539490,7348931005_F,Control,32049,0,0,6.61107917443905,1.0270372075048,5.789949254,6.05596571,6.152870164,6.703074848,14.15892811,0.647109138,1.05122999245094,0.663488128691577,pass
GSE63061,7196843053_H,GSM1539491,7196843053_H,Control,32049,0,0,6.60628116265849,1.02825272267616,5.751947512,6.051553201,6.154679924,6.693306708,14.07467007,0.641753507,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_J,GSM1539492,7196843054_J,Control,32049,0,0,6.60616344573469,1.02407144351211,5.937508398,6.058161758,6.156959817,6.683507161,14.0147149,0.625345403,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_E,GSM1539493,7196843090_E,Control,32049,0,0,6.60642014352039,1.02310014628815,5.816277975,6.058900063,6.155502869,6.689964126,13.89396508,0.631064062999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_A,GSM1539494,7196843062_A,Control,32049,0,0,6.60678852831645,1.02452903710488,5.399213965,6.057963025,6.15867302,6.683826855,14.09188292,0.62586383,1.05122999245094,0.663488128691577,pass
GSE63061,7943280031_A,GSM1539495,7943280031_A,Control,32049,0,0,6.60889195692315,1.025637771974,5.9275811,6.054280609,6.159201677,6.687344961,14.11497938,0.633064352,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_C,GSM1539496,7964814051_C,Control,32049,0,0,6.60682165721863,1.02866449877366,5.949459479,6.054623512,6.158192066,6.688218659,14.12764682,0.633595147,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_F,GSM1539497,7196843081_F,Control,32049,0,0,6.60762747867391,1.02527157206179,5.902911715,6.055260011,6.158368174,6.689394075,14.11041564,0.634134064,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_F,GSM1539498,7943280008_F,Control,32049,0,0,6.6091200184314,1.02924094664202,5.903486046,6.057727378,6.156911156,6.691309867,14.10630107,0.633582489,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_A,GSM1539499,7964814051_A,Control,32049,0,0,6.60527705180595,1.02788910510897,5.914911607,6.054405575,6.150865672,6.69420792,14.17715175,0.639802345000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_G,GSM1539500,7196843032_G,Control,32049,0,0,6.60805362021452,1.02556865549356,5.968875865,6.055263725,6.154183448,6.687207067,14.07243626,0.631943342000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_H,GSM1539501,7196843054_H,Control,32049,0,0,6.60617437845643,1.02607913742672,5.614025808,6.053841407,6.158710095,6.68464826,14.05135379,0.630806853,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_K,GSM1539502,7348931007_K,Control,32049,0,0,6.60677526232291,1.0198569477529,5.931173066,6.054353031,6.154645831,6.692224142,14.08792661,0.637871111,1.05122999245094,0.663488128691577,pass
GSE63061,7348931013_K,GSM1539503,7348931013_K,Control,32049,0,0,6.60297509054595,1.01054824748275,5.834105649,6.053462584,6.169667688,6.692139621,13.98789348,0.638677037,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_L,GSM1539504,7348931018_L,Control,32049,0,0,6.6082752100894,1.02582316613524,5.867088192,6.057150651,6.154032568,6.691936327,14.09572544,0.634785676,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_D,GSM1539505,7964814028_D,Control,32049,0,0,6.60476598909776,1.01933206962979,5.783162216,6.057221043,6.160290763,6.687725659,14.08590124,0.630504616,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_J,GSM1539506,7348931005_J,Control,32049,0,0,6.60571217340647,1.02336600963881,5.774325647,6.055297145,6.15091005,6.694704816,14.15912983,0.639407671,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_A,GSM1539507,7348931019_A,Control,32049,0,0,6.60344264240806,1.01403590550073,5.24218646,6.055805487,6.157428533,6.685270329,14.08107441,0.629464842,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_G,GSM1539508,7964814028_G,Control,32049,0,0,6.60448899934369,1.02116096905082,5.839556755,6.05461942,6.160096463,6.686286884,14.11508319,0.631667464,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_L,GSM1539509,7196843090_L,Control,32049,0,0,6.60458718724516,1.02121913498074,5.923484981,6.057652746,6.15707117,6.681874423,14.15690523,0.624221677,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_A,GSM1539510,7348931015_A,Control,32049,0,0,6.60899187264947,1.02324731374578,5.901655658,6.053842157,6.152061261,6.703312664,14.10458973,0.649470507,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_E,GSM1539511,7348931018_E,AD,32049,0,0,6.61006639761337,1.03246356284408,5.701318492,6.054535004,6.156156336,6.694546336,14.09297313,0.640011332,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_C,GSM1539512,7196843036_C,AD,32049,0,0,6.61576236202125,1.03063023321114,5.909351486,6.054165755,6.154106036,6.71079646,14.15990962,0.656630705,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_F,GSM1539513,7348931015_F,AD,32049,0,0,6.60276235030366,1.01704908145364,5.939755412,6.055854663,6.153257013,6.690318492,14.09469026,0.634463829,1.05122999245094,0.663488128691577,pass
GSE63061,7943280031_H,GSM1539514,7943280031_H,AD,32049,0,0,6.59446901317012,1.02778616165187,5.780011325,6.047475241,6.13884462,6.675732093,14.14756313,0.628256852,1.05122999245094,0.663488128691577,pass
GSE63061,7196843063_J,GSM1539515,7196843063_J,AD,32049,0,0,6.60525514092664,1.0257211125971,5.964304582,6.053633969,6.155880973,6.686041149,14.04009311,0.63240718,1.05122999245094,0.663488128691577,pass
GSE63061,7196835090_A,GSM1539516,7196835090_A,AD,32049,0,0,6.60447644459868,1.03843199701976,5.649800203,6.049416204,6.149896698,6.67243774,14.0973724,0.623021536,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_J,GSM1539517,7196843081_J,AD,32049,0,0,6.60686894695366,1.02599011050229,5.559226125,6.057787362,6.155359024,6.686909416,14.10968998,0.629122054,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_K,GSM1539518,7348931019_K,AD,32049,0,0,6.60766125538747,1.02787724740541,5.954429814,6.053327177,6.154839903,6.690497824,14.0778024,0.637170647000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_J,GSM1539519,7196843091_J,AD,32049,0,0,6.60151307756039,1.02099656155042,5.850102368,6.055104223,6.155601007,6.675936685,14.12082578,0.620832462,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_H,GSM1539520,7348931015_H,AD,32049,0,0,6.60595210385809,1.02352798245199,5.901236459,6.055447072,6.151121251,6.692743177,14.09445786,0.637296105,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_I,GSM1539521,7196843068_I,AD,32049,0,0,6.61057017058679,1.02875523583089,5.87786335,6.056424002,6.156302246,6.694113184,14.08774877,0.637689182,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_G,GSM1539522,7196843069_G,AD,32049,0,0,6.60584580653655,1.02706380593805,5.387264771,6.054198126,6.154453737,6.687473903,14.09205641,0.633275777,1.05122999245094,0.663488128691577,pass
GSE63061,7196843063_C,GSM1539523,7196843063_C,AD,32049,0,0,6.60711695904137,1.03151947460301,5.743180362,6.052185967,6.152508552,6.687221522,14.12783282,0.635035555,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_I,GSM1539524,7196843090_I,AD,32049,0,0,6.60590764996178,1.02517978195296,5.858614275,6.059235158,6.151601683,6.686372498,14.00708945,0.62713734,1.05122999245094,0.663488128691577,pass
GSE63061,7196843063_L,GSM1539525,7196843063_L,AD,32049,0,0,6.60688734270829,1.02563799562208,5.96158437,6.055079941,6.155585641,6.689572672,14.18303439,0.634492731,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_H,GSM1539526,7348931019_H,AD,32049,0,0,6.60793970972913,1.02789651008118,5.185350711,6.053116643,6.155228733,6.69440287,14.07834773,0.641286227,1.05122999245094,0.663488128691577,pass
GSE63061,7196843052_C,GSM1539527,7196843052_C,AD,32049,0,0,6.60758356483744,1.02440891460114,5.892331044,6.059787033,6.155437855,6.688531061,14.06884652,0.628744028,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_C,GSM1539528,7196843065_C,AD,32049,0,0,6.60644481347789,1.02604719113313,5.859854925,6.054686446,6.152703437,6.692957591,14.08257818,0.638271145,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_C,GSM1539529,7196843073_C,AD,32049,0,0,6.60669083392302,1.02525700224889,5.644370686,6.058732501,6.15690929,6.687310298,14.16122769,0.628577797,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_F,GSM1539530,7964814051_F,AD,32049,0,0,6.6056656382436,1.02280440503898,5.632880411,6.059292301,6.155624691,6.685298818,14.10191755,0.626006517,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_B,GSM1539531,7196835071_B,AD,32049,0,0,6.60316633094505,1.02364936223307,5.867802332,6.055015707,6.153976413,6.682540849,14.08158648,0.627525142,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_A,GSM1539532,7196843072_A,AD,32049,0,0,6.60463482349178,1.02646794610206,5.835626088,6.056381144,6.152816234,6.683064731,14.06205861,0.626683587,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_L,GSM1539533,7196843072_L,AD,32049,0,0,6.60551835506846,1.02363337031634,5.851210365,6.056320561,6.156155206,6.687908669,14.0551631,0.631588108,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_A,GSM1539534,7196843091_A,AD,32049,0,0,6.60741965587029,1.02009858321412,5.908842458,6.054923246,6.156040715,6.694514773,14.1212935,0.639591526999999,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_E,GSM1539535,7943280008_E,AD,32049,0,0,6.60857428752245,1.02982869424434,5.85172873,6.057040365,6.156286761,6.69155852,14.10403596,0.634518155,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_E,GSM1539536,7196843081_E,AD,32049,0,0,6.60579062685641,1.0272705008847,5.803507084,6.056917308,6.156072306,6.682161189,14.10948265,0.625243881,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_D,GSM1539537,7196843036_D,AD,32049,0,0,6.60759266974576,1.02560995251768,5.965107596,6.054581862,6.1503604,6.696624656,13.97493093,0.642042794,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_J,GSM1539538,7196843069_J,AD,32049,0,0,6.60844104033633,1.0270554861757,5.764259046,6.054553822,6.151324108,6.698554973,14.10026823,0.644001151,1.05122999245094,0.663488128691577,pass
GSE63061,7196843053_D,GSM1539539,7196843053_D,AD,32049,0,0,6.6089782525676,1.02752574656843,5.948865073,6.055120664,6.157568125,6.687899713,14.07467007,0.632779049,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_E,GSM1539540,7196843062_E,AD,32049,0,0,6.60673102591248,1.02934728939754,5.770022827,6.055960006,6.156055089,6.685286929,14.08322447,0.629326923,1.05122999245094,0.663488128691577,pass
GSE63061,7196843007_L,GSM1539541,7196843007_L,AD,32049,0,0,6.60496746584776,1.02329150228073,5.859978661,6.056290176,6.155344462,6.690017286,14.04858077,0.63372711,1.05122999245094,0.663488128691577,pass
GSE63061,7196843052_L,GSM1539542,7196843052_L,AD,32049,0,0,6.60435292114082,1.01957931586066,5.87983695,6.060447544,6.152075714,6.686882396,14.0650993,0.626434852,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_K,GSM1539543,7196843072_K,AD,32049,0,0,6.60850583971356,1.02930799833165,5.935599363,6.05218517,6.160354401,6.691240747,14.06065525,0.639055577000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843007_A,GSM1539544,7196843007_A,AD,32049,0,0,6.60103968801195,1.01480279227191,5.706996122,6.056509049,6.156065478,6.678219171,14.28285992,0.621710122000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_I,GSM1539545,7196843036_I,AD,32049,0,0,6.60860998354726,1.02411014372175,5.973298036,6.054589689,6.152599483,6.699250999,13.93061033,0.64466131,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_H,GSM1539546,7348931005_H,AD,32049,0,0,6.6102329628946,1.02798835050637,5.930860886,6.055852535,6.152793311,6.70018454,14.08310994,0.644332005000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843007_G,GSM1539547,7196843007_G,AD,32049,0,0,6.60732100470776,1.02586978141577,5.734702507,6.055928687,6.15593937,6.689338507,14.09339432,0.633409820000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_L,GSM1539548,7348931007_L,AD,32049,0,0,6.60857994799245,1.03045334148055,5.91452201,6.054226614,6.152240239,6.689363747,14.08277347,0.635137133,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_H,GSM1539549,7964814064_H,AD,32049,0,0,6.61096729697532,1.03285967427868,5.920343342,6.057802802,6.159322901,6.688979194,14.06736098,0.631176392,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_H,GSM1539550,7196835071_H,AD,32049,0,0,6.60671906493866,1.02523264345542,5.866593887,6.055611539,6.153967668,6.692021958,14.07542782,0.636410419,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_B,GSM1539552,7196843081_B,Control,32049,0,0,6.60709570243087,1.02703666452801,5.288537055,6.054646733,6.155290901,6.692016339,14.11020831,0.637369606,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_C,GSM1539553,7196843081_C,Control,32049,0,0,6.60788824741583,1.02995618404032,5.566321323,6.056694939,6.155533139,6.688716354,14.05126865,0.632021415000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_D,GSM1539554,7196843081_D,AD,32049,0,0,6.60528446255649,1.02396308254306,5.88370645,6.053114079,6.158215772,6.686482314,14.11026014,0.633368235,1.05122999245094,0.663488128691577,pass
GSE63061,7196843081_G,GSM1539555,7196843081_G,Control,32049,0,0,6.60848711724038,1.02891543212421,5.778580533,6.058828812,6.155280165,6.688068268,14.10932715,0.629239456000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843052_A,GSM1539560,7196843052_A,AD,32049,0,0,6.60642020550916,1.02641118306202,5.863679986,6.056334262,6.154713984,6.690157564,14.06260115,0.633823302,1.05122999245094,0.663488128691577,pass
GSE63061,7196843052_E,GSM1539562,7196843052_E,AD,32049,0,0,6.60865401064685,1.0374950992376,5.88963636,6.053008445,6.154424761,6.687712059,14.06260115,0.634703614,1.05122999245094,0.663488128691577,pass
GSE63061,7196843052_F,GSM1539563,7196843052_F,AD,32049,0,0,6.60523907881981,1.03047202420528,5.789771293,6.054078502,6.151146739,6.681443513,14.08191567,0.627365010999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_A,GSM1539569,7196843090_A,Control,32049,0,0,6.6078513350483,1.02837205826427,5.937836875,6.059851409,6.159193719,6.679290198,14.15687842,0.619438789,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_D,GSM1539570,7196843090_D,AD,32049,0,0,6.60527736491079,1.02166187016822,5.712446807,6.060976904,6.159149321,6.681258385,14.07989349,0.620281480999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_F,GSM1539571,7196843090_F,AD,32049,0,0,6.60348551494465,1.01657029668631,5.922016331,6.059505541,6.155938939,6.687028617,14.07605778,0.627523076,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_H,GSM1539573,7196843090_H,Control,32049,0,0,6.60604967567297,1.02513701744226,5.933675065,6.057230576,6.156932853,6.685054682,14.15693204,0.627824105999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843090_K,GSM1539575,7196843090_K,AD,32049,0,0,6.60715020058754,1.02560529337072,5.923032683,6.057560141,6.15686129,6.695541187,14.07615608,0.637981046,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_G,GSM1539576,7964814051_G,AD,32049,0,0,6.60625878910755,1.02648070240622,5.841155012,6.055799752,6.155354314,6.685239006,14.15114092,0.629439253999999,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_H,GSM1539577,7964814051_H,AD,32049,0,0,6.60589337599959,1.0218089091052,5.699666423,6.059628612,6.157257776,6.679915158,14.0203182,0.620286546,1.05122999245094,0.663488128691577,pass
