dataset_accession,gene_id,gene_symbol,s3_rank,s3_logFC,validation_logFC,validation_P.Value,validation_adj.P.Val,direction_concordant,nominal_concordant,fdr_concordant,auc_oriented,s3_adj.P.Val,s3_P.Value,validation_AveExpr,validation_t,validation_B,mapped,auc_ge_060
GSE140829,51816,CECR1,416,0.221470305727387,,,,FALSE,FALSE,FALSE,,0.00177120092437856,6.95132349633461e-05,,,,FALSE,
GSE140829,5210,PFKFB4,417,0.20012366174962,0.0795940089391154,0.00883638633411292,0.220627448131797,TRUE,TRUE,FALSE,0.566979842089013,0.00197336005388575,7.87346047281277e-05,10.7730385473088,2.63094925487893,-3.46630610564604,TRUE,FALSE
GSE140829,8766,RAB11A,418,-0.210193115683329,-0.0107911868231321,0.765165230417894,0.934679009905304,TRUE,FALSE,FALSE,0.501962860041463,0.00202869481497051,8.13059395020412e-05,9.78222826350763,-0.298903837183774,-6.82571549722013,TRUE,FALSE
GSE140829,91662,NLRP12,419,0.2092599340805,0.103848824432655,0.00598128105615248,0.190483546304203,TRUE,TRUE,FALSE,0.573463896608002,0.00214888835056475,8.68594555353268e-05,10.7354302238508,2.76325160950668,-3.11863531219811,TRUE,FALSE
GSE140829,87,ACTN1,420,0.249782564853518,0.080845504194876,0.0536468129290735,0.407672007723196,TRUE,FALSE,FALSE,0.543138811697764,0.00215378214048822,8.71134679233009e-05,10.9483804620822,1.93526487451155,-5.02119722057017,TRUE,FALSE
GSE140829,2357,FPR1,421,0.2129706538811,0.0758928165629399,0.0412304278992992,0.37860473913044,TRUE,TRUE,FALSE,0.550747651184333,0.00236069178673526,9.75767389538296e-05,13.1187746461738,2.04767128098648,-4.80132436752887,TRUE,FALSE
GSE140829,6653,SORL1,422,0.24827368233833,0.0669692124403666,0.136673640518999,0.545840992000309,TRUE,FALSE,FALSE,0.533964095099466,0.00259848626685367,0.000109396476018694,11.6563686617551,1.49122354910315,-5.77022519545801,TRUE,FALSE
GSE140829,9782,MATR3,423,-0.298205316340058,-0.0477992877722013,0.377219897793971,0.766961020734098,TRUE,FALSE,FALSE,0.527788805081381,0.00330810685232655,0.000147872946037143,10.4369803379327,-0.883991925752168,-6.48285552842332,TRUE,FALSE
GSE140829,644511,RPL13AP6,424,-0.217840869426351,,,,FALSE,FALSE,FALSE,,0.00354055211070071,0.000160665417267067,,,,FALSE,
GSE140829,168544,ZNF467,425,0.207465738897329,0.102154254491055,0.00957876332069336,0.228597553246009,TRUE,TRUE,FALSE,0.570221869348507,0.0035411572473046,0.000160785282874328,10.9543408506899,2.60294178424092,-3.5377928927181,TRUE,FALSE
GSE140829,2745,GLRX,426,-0.250883008234462,0.00882354996010726,0.854877804938928,0.959428739773149,FALSE,FALSE,FALSE,0.505381324158617,0.00354151220491172,0.00016092481065855,10.9385979708469,0.183013889544733,-6.85340841175594,TRUE,FALSE
GSE140829,51759,C9orf78,427,-0.241169352970828,-0.111253276721597,0.0106078048128037,0.235862709758062,TRUE,TRUE,FALSE,0.556503903665476,0.00368052425672611,0.00016894338053908,11.2021554107353,-2.56717226722864,-3.62801550955776,TRUE,FALSE
GSE140829,54435,HCG4,428,0.282230545237528,0.0211049680769135,0.578265922392546,0.864921702296389,TRUE,FALSE,FALSE,0.508446914560452,0.00384099963927028,0.000178108041307429,12.5699086963772,0.556364552797509,-6.71656760828365,TRUE,FALSE
GSE140829,649946,RPL23AP64,429,-0.249340999229858,-0.120231383960923,0.00461005862391646,0.175897391934493,TRUE,TRUE,FALSE,0.573088968285475,0.00391536226671056,0.000182901707766588,9.44235954915586,-2.84879999856972,-2.88508632122275,TRUE,FALSE
GSE140829,29121,CLEC2D,430,-0.269888843767526,-0.113503317455139,0.0218094326906472,0.309575942864003,TRUE,TRUE,FALSE,0.558422654492524,0.00403206530492145,0.000190334693820858,11.4475228583355,-2.30248049003077,-4.25798554349779,TRUE,FALSE
GSE140829,8743,TNFSF10,431,-0.244335395959622,0.017837525855556,0.647424734927812,0.895472063148821,FALSE,FALSE,FALSE,0.492964580300825,0.00407233195090848,0.000192873088327824,10.7423151234884,0.457680913558637,-6.76616286094843,TRUE,FALSE
GSE140829,9774,BCLAF1,432,-0.201060061280676,-0.0150974622428898,0.707359908278206,0.917595303094747,TRUE,FALSE,FALSE,0.51632040933351,0.00460099964265536,0.000224034897270364,9.57548487362788,-0.375666088407851,-6.80004306945188,TRUE,FALSE
GSE140829,7905,REEP5,433,-0.227679976049142,-0.000150214982889857,0.997445212352915,0.999257839947741,TRUE,FALSE,FALSE,0.503308191081117,0.00461406457859802,0.000224911868713039,9.83475045457167,-0.00320391472275788,-6.87001318325452,TRUE,FALSE
GSE140829,6286,S100P,434,-0.405564306128279,0.0981090651567235,0.33405692442042,0.736731694124605,FALSE,FALSE,FALSE,0.465991795686119,0.00479300973668567,0.00023551060315691,9.9863582736412,0.967117259418622,-6.40670705360217,TRUE,FALSE
GSE140829,55924,FAM212B,435,0.272947063125757,0.0318499127918962,0.349097937785483,0.747738340817015,TRUE,FALSE,FALSE,0.517864231838031,0.00517499840713699,0.000259411615784932,10.5998061632428,0.937415753879614,-6.4346975525529,TRUE,FALSE
GSE140829,2665,GDI2,436,-0.242614414281399,-0.0354284704389509,0.275545866118935,0.689858520811655,TRUE,FALSE,FALSE,0.526046491111993,0.00522746188755697,0.000262996360294605,10.2243740240699,-1.09184068088455,-6.27968724738607,TRUE,FALSE
GSE140829,6122,RPL3,437,-0.218439453574075,-0.032509646315568,0.107845093540547,0.510547678540929,TRUE,FALSE,FALSE,0.553085439548322,0.00529693994943728,0.000267182947713122,13.2362480534902,-1.61148653739905,-5.58627077440774,TRUE,FALSE
GSE140829,1974,EIF4A2,438,-0.231136536067741,-0.0549639696451225,0.187811145459776,0.610892529494495,TRUE,FALSE,FALSE,0.539146927793216,0.00546806429974607,0.00027881106522895,11.6132253396947,-1.31928732119911,-6.00870233957481,TRUE,FALSE
GSE140829,54861,SNRK,439,-0.227487734287236,0.0210110860720241,0.639388729135166,0.891783823240195,FALSE,FALSE,FALSE,0.479026068545719,0.00555492133918176,0.000284109540858938,10.4362470546939,0.468903100486198,-6.76100881951574,TRUE,FALSE
GSE140829,10559,SLC35A1,440,-0.210224412658453,-0.0157692302226623,0.696113435156586,0.915450753689921,TRUE,FALSE,FALSE,0.518856689162366,0.005628762580589,0.000289771383238035,9.11297652272708,-0.390847543307473,-6.79427418920514,TRUE,FALSE
GSE140829,51187,RSL24D1,441,-0.340348839606079,-0.0807214719082975,0.320665433918678,0.728272455652648,TRUE,FALSE,FALSE,0.533368620704865,0.00564355543407977,0.000290851781804382,9.06036037165337,-0.994298496158188,-6.38033015543712,TRUE,FALSE
GSE140829,9403,SEP15,442,-0.214373260768432,,,,FALSE,FALSE,FALSE,,0.00577167454962115,0.000299824207194876,,,,FALSE,
GSE140829,8837,CFLAR,443,0.204991377586431,0.0670490804820402,0.0559739806313124,0.413568211109178,TRUE,FALSE,FALSE,0.527171276079573,0.00714065942745921,0.00038962264137616,11.7065836401639,1.91668899661227,-5.05636003425065,TRUE,FALSE
GSE140829,6194,RPS6,444,-0.256404831251058,-0.105896246355285,0.00474617147700413,0.176745566777623,TRUE,TRUE,FALSE,0.569868995633188,0.00730472306371956,0.000401815046665645,13.0072746550175,-2.8393426103867,-2.91124174463423,TRUE,FALSE
GSE140829,10550,ARL6IP5,445,-0.251712424052764,-0.0214572622645237,0.579134730858764,0.86553831630958,TRUE,FALSE,FALSE,0.520643112346169,0.00776716115003063,0.000433459359485226,11.4180816955544,-0.555092659819842,-6.71726814022656,TRUE,FALSE
GSE140829,9997,SCO2,446,0.20610506790543,0.0498945970750588,0.184151773298944,0.605676876402009,TRUE,FALSE,FALSE,0.525958272683164,0.00778996073803096,0.000435824743550399,9.64111223217303,1.33032716546544,-5.9942585165334,TRUE,FALSE
GSE140829,5997,RGS2,447,-0.242288793685341,0.0380285562980393,0.398681178500378,0.776714111709181,FALSE,FALSE,FALSE,0.478739358652022,0.00784388852535047,0.000439251207541415,12.3936196477688,0.844863150706887,-6.51634198785278,TRUE,FALSE
GSE140829,8644,AKR1C3,448,-0.21983034553639,-0.0255918898250925,0.5848878837722,0.868718312826157,TRUE,FALSE,FALSE,0.525318689074148,0.00810280242621148,0.000456729994158002,8.54597770116263,-0.546692853214563,-6.72185437929458,TRUE,FALSE
GSE140829,23484,LEPROTL1,449,-0.207511964951384,-0.0670788125332895,0.166433922386628,0.58108301314589,TRUE,FALSE,FALSE,0.540470204225663,0.00880000748242842,0.000504233245379986,9.37278219479346,-1.38622338522842,-5.91929671514844,TRUE,FALSE
GSE140829,6556,SLC11A1,450,0.252560271387828,0.0928230577486526,0.0241968387597082,0.316806724468258,TRUE,TRUE,FALSE,0.555423227912311,0.00915449018349148,0.00053079894545478,11.7364083163439,2.26239657479015,-4.34757554425761,TRUE,FALSE
GSE140829,91663,MYADM,451,0.214835002917622,0.0649871564183666,0.075452096798026,0.453811355666361,TRUE,FALSE,FALSE,0.542036081337391,0.0092892180760869,0.000541761974846152,12.5676692446333,1.7822383519186,-5.30092516792212,TRUE,FALSE
GSE140829,6155,RPL27,452,-0.277420766169742,-0.0843849805706824,0.114613753907407,0.520532136418861,TRUE,FALSE,FALSE,0.545476600061753,0.00968042889011298,0.000569377556450985,12.5321576710633,-1.58116295455281,-5.63398209033642,TRUE,FALSE
GSE140829,1843,DUSP1,453,0.230141573907638,0.0661644373844867,0.0558584765543836,0.413568211109178,TRUE,FALSE,FALSE,0.552489965153721,0.00995848379658145,0.000588850380539992,11.9217432177962,1.91759558697002,-5.05465165285234,TRUE,FALSE
GSE140829,9086,EIF1AY,454,-0.324988685250444,-0.0044312994187691,0.873475609907128,0.965449016564246,TRUE,FALSE,FALSE,0.497794539279255,0.0100265826430563,0.00059444694340128,8.05216154107803,-0.1593451453488,-6.85742670210612,TRUE,FALSE
GSE140829,7852,CXCR4,455,0.234915892029957,0.0552309117856632,0.174740309107091,0.592109648515274,TRUE,FALSE,FALSE,0.529509064443562,0.011036680533863,0.000668156642100155,10.5706022260219,1.3594902735799,-5.95552957718423,TRUE,FALSE
GSE140829,2358,FPR2,456,0.243134305255484,0.0211056493659196,0.656128570727178,0.9000412412492,TRUE,FALSE,FALSE,0.515239733580345,0.0122219958648603,0.000762878088532586,10.4009711819497,0.44559086570482,-6.771575929136,TRUE,FALSE
GSE140829,57583,TMEM181,457,-0.208891531018617,-0.0259301450011067,0.502338666904036,0.832300912357542,TRUE,FALSE,FALSE,0.522517753958802,0.0124752156852311,0.000784543338067089,9.24226148134821,-0.671409571342793,-6.64658430377429,TRUE,FALSE
GSE140829,64386,MMP25,458,0.247592741839323,0.101981623372308,0.0116547363100382,0.244661100797447,TRUE,TRUE,FALSE,0.57917603987473,0.0131844789998377,0.0008442855661396,12.0539855062928,2.53382952498329,-3.71102858299286,TRUE,FALSE
GSE140829,23643,LY96,459,-0.319639957786324,0.0395685769911425,0.63489037086636,0.890428314680279,FALSE,FALSE,FALSE,0.483988355167394,0.0150881895666796,0.000999060453422748,9.20753909310839,0.475210839346319,-6.75805710093175,TRUE,FALSE
GSE140829,6222,RPS18,460,-0.251143150924868,-0.132882100072747,0.0137452920428803,0.258856540682632,TRUE,TRUE,FALSE,0.572559657712496,0.0151864693371034,0.0010073588292604,11.530366067239,-2.47454387560046,-3.85603350484701,TRUE,FALSE
GSE140829,1043,CD52,461,-0.331807463625249,-0.0522225483008742,0.387144965726033,0.77085716788921,TRUE,FALSE,FALSE,0.525428962110185,0.0161909636604119,0.00109046702175051,12.0800568800244,-0.865731464731713,-6.49867079100407,TRUE,FALSE
GSE140829,4051,CYP4F3,462,0.248707763066704,0.102344976216016,0.0406779227074098,0.377915116789933,TRUE,TRUE,FALSE,0.554629262052843,0.0176189175091536,0.00121652460020929,11.0178882666706,2.05331049174745,-4.78997339209444,TRUE,FALSE
GSE140829,762,CA4,463,0.219157253443961,0.170361513585486,0.00076659164854134,0.08480993870499,TRUE,TRUE,FALSE,0.596797671033479,0.0178973255758012,0.00123995092645875,9.75371795586356,3.39009537486068,-1.2499171281931,TRUE,FALSE
GSE140829,4736,RPL10A,464,-0.214897994817065,-0.0732627893888695,0.00250240008517997,0.139010221335934,TRUE,TRUE,FALSE,0.580852190022496,0.01936930854691,0.00137071191063855,13.2181874078407,-3.04189282627138,-2.33284814284773,TRUE,FALSE
GSE140829,3805,KIR2DL4,465,0.245338615484182,0.0899128088115987,0.142240282936325,0.552789803556108,TRUE,FALSE,FALSE,0.543844559128402,0.0194335759512243,0.00137978979924996,8.85276340148364,1.47033354973016,-5.80074119854201,TRUE,FALSE
GSE140829,226,ALDOA,466,0.222218676225379,0.0796937874386557,0.061876872292133,0.428618625418363,TRUE,FALSE,FALSE,0.556305412200609,0.019716639272078,0.00140972787447142,11.9250377064265,1.87231117156458,-5.13901545055098,TRUE,FALSE
GSE140829,290,ANPEP,467,0.22651880880428,0.149539022692637,0.00176668982430158,0.124068931184122,TRUE,TRUE,FALSE,0.588372811080235,0.0197326119409631,0.00141189974276188,10.1607768591647,3.14760830638978,-2.01585679897598,TRUE,FALSE
GSE140829,51747,LUC7L3,468,-0.210221533014707,-0.0480804345478575,0.121421413734475,0.528404633686802,TRUE,FALSE,FALSE,0.548630408892418,0.0200836005940792,0.00144411773459093,8.26937832476469,-1.5520594296286,-5.67893178158053,TRUE,FALSE
GSE140829,7130,TNFAIP6,469,-0.290194237067034,0.0751915587734681,0.158639313260561,0.573177918294855,FALSE,FALSE,FALSE,0.468042874156411,0.0221836771597147,0.00164458605528807,9.27628193815126,1.41224130740998,-5.88336216248319,TRUE,FALSE
GSE140829,1880,GPR183,470,-0.203683625366401,-0.0710932707863086,0.10950311021223,0.512584691646548,TRUE,FALSE,FALSE,0.548167262141061,0.0234873185766339,0.0017626827468921,9.48199211394226,-1.60392207780844,-5.59825652023,TRUE,FALSE
GSE140829,11237,RNF24,471,0.204184592771483,0.104176624629371,0.0150657893973582,0.269414737243362,TRUE,TRUE,FALSE,0.566075603193507,0.0259323036861153,0.00198745305375817,10.7794756484295,2.44110002440043,-3.9363633676139,TRUE,FALSE
GSE140829,8291,DYSF,472,0.236147208114743,0.178433458260686,0.00116164300617829,0.103173259665402,TRUE,TRUE,FALSE,0.590357725728905,0.0272679901689216,0.00212326294723819,11.3808933329972,3.27121458915628,-1.63215781790642,TRUE,FALSE
GSE140829,83716,CRISPLD2,473,0.222239431408083,0.171491868761839,0.00105543083125165,0.0988294579447509,TRUE,TRUE,FALSE,0.582528340170262,0.0342807215687625,0.00282228684696639,10.6884729846457,3.29895064057378,-1.54413301182825,TRUE,FALSE
GSE140829,51348,KLRF1,474,-0.233689731782053,0.0113920499330642,0.818957488789342,0.949778997195794,FALSE,FALSE,FALSE,0.496669754311676,0.0385337195939188,0.00328165487265227,8.54955304325184,0.229033331017297,-6.8440055918627,TRUE,FALSE
GSE140829,4318,MMP9,475,0.291871990654344,0.307855521847963,0.000266615454989478,0.0561596776935954,TRUE,TRUE,FALSE,0.595650831458692,0.0431859197001455,0.0038101245891705,11.0172479929991,3.67784609761845,-0.271550315542644,TRUE,FALSE
GSE140829,6726,SRP9,476,-0.205788154230854,-0.0157857010227235,0.790835981170834,0.941844055310104,TRUE,FALSE,FALSE,0.509086498169468,0.0460789321304771,0.00413149655029277,10.3029019870357,-0.265398790616256,-6.83509009143133,TRUE,FALSE
